srun python -m src.delpo --dataset miniimagenet --root ../dataset/mini_imagenet --n-ways 5 --k-shots 5 --q-shots 15 
--inner-adapt-steps-train 5 --inner-adapt-steps-test 5 --inner-lr 0.001 --meta-lr 0.0001 --meta-batch-size 15 --iterations 10000 
--order False --device cuda

* increased meta-batch size for low bias inner grad estimation: performance almost the same

* wt_ce=1e2, kl_wt=False, rec_wt=1e-2, beta_l=1, beta_s=1
this loss scaling makes:
1. CE 1e4 times more valued than reconstruction and 1e2 times more valued than kld terms. 
    Also increases numerical value of CE term for the most emphasis on classification (~1.5 --> ~150)
2. reconstruction term the least valued in magnitude. Also reduces the numerical value of the term (~2500 --> ~25)

[[3. kld_l has 1e-2 times the importance of its p(y/z_l) term (CE). This promotes entangling of the label latent factors for better p(y/x).]]
[[4. kld_s has 1e2 times the importance of its p(x/z_s, z_l) term (CE). This promotes disentangling of the style latent factors at the cost of bad reconstruction.]]


train_acc_mean,train_loss_mean,kldl_train_mean,klds_train_mean,rec_train_mean,ce_train_mean,train_acc_std,train_loss_std,kldl_train_std,klds_train_std,rec_train_std,ce_train_std,valid_acc_mean,valid_loss_mean,kldl_valid_mean,klds_valid_mean,rec_valid_mean,ce_valid_mean
0.30133334000905354,210.89944152832032,18.30774180094401,12.543054389953614,2538.5121256510415,1.5466352542241415,0.056944418490438214,4.56222692544718,1.1829328420733067,0.47881114232974914,139.92447240275362,0.04305581497192736,0.24000000953674316,216.73284912109375,19.697702407836914,12.465858459472656,2701.359130859375,1.575556993484497
0.3155555615822474,209.15691121419272,18.209952926635744,11.70072110493978,2568.202425130208,1.535642131169637,0.05565324958093834,4.884892148611231,0.9885410845982441,0.42476040093251416,151.08924711650337,0.049276014128079616,0.29333335161209106,204.82357788085938,18.583086013793945,11.975875854492188,2189.66357421875,1.5236798524856567
0.3200000067551931,207.6850118001302,17.934599177042642,10.727947934468586,2523.2255696614584,1.5379020929336549,0.05106278070588636,4.990935267161646,0.8171665716306421,0.7755174077187905,166.21086779820672,0.04984541099166811,0.2800000011920929,210.78941345214844,16.875131607055664,11.001696586608887,2416.64501953125,1.5874613523483276
0.3262222329775492,206.19613037109374,17.748442204793296,10.21611048380534,2515.846728515625,1.5307310978571573,0.06493149515615676,5.1554166944510715,1.2228624278258897,0.5134326429022633,93.54801654318598,0.049969723528362806,0.3733333349227905,204.93072509765625,18.36309814453125,10.618348121643066,2390.1513671875,1.5204776525497437
0.2853333383798599,207.1346466064453,17.660768381754558,9.545159530639648,2438.3090983072916,1.555456320444743,0.05918959184162433,3.4432239227345027,0.9958014961209729,0.5555777047704415,114.5470161857724,0.03146967906196824,0.3199999928474426,207.1886749267578,17.222209930419922,9.59261703491211,2484.1025390625,1.5553282499313354
0.3155555635690689,202.93263549804686,16.923782730102538,8.880354976654052,2392.1242838541666,1.5320725440979004,0.07458196008019093,5.992949642811108,1.0609504117463215,0.5417220791370468,120.62907706446403,0.057893134307904465,0.2666666805744171,207.89671325683594,17.613468170166016,9.151104927062988,2485.685302734375,1.5627528429031372
0.3493333419164022,200.23919474283855,17.337951469421387,8.454928429921468,2428.9102864583333,1.5015721162160238,0.06238708466234438,5.510903471859176,0.9331135295977622,0.4318250410492138,124.95481317983753,0.05659805056796804,0.29333335161209106,212.81838989257812,18.719593048095703,8.976212501525879,2491.91748046875,1.6020342111587524
0.31111111442248024,202.6652404785156,17.160759735107423,8.04125680923462,2388.0599446614583,1.5358262459437053,0.0775424996508059,6.875191262971331,0.7155441736023856,0.4366804805719041,85.66822894125545,0.06495825220574954,0.24000000953674316,209.2523193359375,16.1245174407959,8.150910377502441,2393.175537109375,1.610451340675354
0.3386666754881541,198.78085123697917,16.85411491394043,7.355059560139974,2338.2970703125,1.5118870496749879,0.09235038212412579,7.1640213494392695,1.159915629146662,0.6108278306376443,126.55346887773521,0.07324246238198341,0.1733333319425583,208.21807861328125,15.84918212890625,7.553497791290283,2316.135986328125,1.6165404319763184
0.3697777857383092,195.2494893391927,16.706134923299153,7.109389400482177,2280.885774739583,1.4862510840098062,0.0845332842950662,7.590072658152331,0.8208598080868293,0.6096399442814147,118.06040896664904,0.07496267161808082,0.2666666805744171,199.3314208984375,15.775595664978027,7.4060750007629395,2024.567138671875,1.559040904045105
0.3608888993660609,192.9473449707031,16.537012736002605,6.789357471466064,2125.4434407552085,1.483665410677592,0.07163143507126732,5.4199750972379945,1.1593937337720255,0.5469320636834349,140.38581567582895,0.058550876928975794,0.3333333432674408,199.1371612548828,15.031929016113281,7.571051597595215,2117.768798828125,1.5535650253295898
0.343111119667689,195.9282419840495,16.935639890034995,6.553152370452881,2234.707137044271,1.500923752784729,0.0781211499931473,6.958709831515036,1.4797396581993643,0.517069789874893,110.57716968717966,0.07478865864199075,0.29333335161209106,199.28811645507812,16.515933990478516,6.9082350730896,2105.38037109375,1.548101544380188
0.3271111180384954,195.95858459472657,16.093043327331543,6.326696109771729,2219.892618815104,1.5133991877237956,0.07019408776456397,5.2371805785894585,1.198819982838302,0.5062493961481855,153.38937860685425,0.055628841881991554,0.36000001430511475,191.5930633544922,17.05415916442871,6.151580333709717,2022.699462890625,1.4816033840179443
