train_acc_mean,train_acc_std,train_loss_mean,train_loss_std,valid_acc_mean,valid_acc_std,valid_loss_mean,valid_loss_std
0.709866681098938,0.09963703272930544,1.203623242378235,0.12697858795552408,0.7528666798770428,0.09899834175928685,1.2382247722148896,0.10448559651666765
0.8352000170946121,0.08523994950828057,1.0604648298025132,0.0709296827857896,0.8206000182032586,0.09285398746337563,1.1620696038007736,0.11128334306223081
0.852000018954277,0.08845337994171709,1.0219935512542724,0.06844339946191479,0.8164000204205513,0.09569126541299885,1.133598751425743,0.09821439604727689
0.8465333557128907,0.08865403882918711,1.0118169313669205,0.06312621800633868,0.8153333505988121,0.09553359139222604,1.1430317196249962,0.10133174884865143
0.878000020980835,0.06864724604031629,0.9919561493396759,0.055195367575575735,0.8323333525657653,0.10152996765247563,1.17273795068264,0.10732978868586332
0.896666687130928,0.08174486352731797,0.9765643155574799,0.05856925125332841,0.8424666866660118,0.09173951226892918,1.1027825999259948,0.08786649479726322
0.8946666884422302,0.07460712031092903,0.9746568930149079,0.05741901821105445,0.8404000198841095,0.09462825840334321,1.1430069562792777,0.09576925335618695
0.9036000233888626,0.06413472315598744,0.9656157630681992,0.051159816755862654,0.8535333552956581,0.09749281943131127,1.1445655828714372,0.0985421677444593
0.9122666853666306,0.0726680124499752,0.9512630134820939,0.053906762492610144,0.8627333548665047,0.0913191977409709,1.0919841921329498,0.08623005110412148
0.9129333573579789,0.06492265394799501,0.9502919274568558,0.051189453372761186,0.8636000204086304,0.08736854476661585,1.0977590680122375,0.09373508524579699
0.9096000212430954,0.068471047569104,0.9536134165525436,0.05723528033178519,0.8730666896700859,0.08408419477605797,1.0850984999537467,0.09093102747334675
0.924533354640007,0.06879844866073896,0.9489782333374024,0.057903922010831214,0.8748000219464303,0.08790692331137116,1.094735649228096,0.10036974676473392
0.928533353805542,0.06880619954817202,0.9278367507457733,0.049426877311054995,0.8805333542823791,0.08409349702060437,1.082748839855194,0.08900048588940243
0.9226666867733002,0.061362309554643016,0.9348589986562729,0.05267456863738168,0.8735333544015884,0.08279535882675898,1.0737662768363954,0.08130694770710634
0.9302666878700256,0.06666279824846472,0.9300664651393891,0.05285957276040147,0.8731333559751511,0.08678942891351867,1.1348495790362358,0.1056630773073017
0.9316000181436539,0.06379564688262296,0.9281337231397628,0.05010143455620564,0.8810666856169701,0.08643415350774514,1.0927039417624473,0.08719285687926491
0.9272000193595886,0.0694209695733096,0.9221088564395905,0.0497400221604659,0.8913333550095558,0.07991940582710669,1.0653918355703353,0.0901337872004506
