train_acc_mean,train_acc_std,train_loss_mean,train_loss_std,valid_acc_mean,valid_acc_std,valid_loss_mean,valid_loss_std
0.603633346259594,0.14145835603368287,1.4809918385744094,0.6714957776206857,0.9539999848604203,0.05407403290175477,0.139420785640541,0.15990448799555493
0.7832333534955979,0.043265217671768774,0.7473577055335044,0.17079664574047987,0.9733999904990196,0.0472063663427718,0.08510357262458683,0.1464522707209967
0.8273000204563141,0.034774496764495705,0.5954820582270622,0.12406211145349973,0.9771999913454056,0.039700891741533496,0.06949487955650965,0.1080372558806782
0.8545000171661377,0.029890072639498638,0.48560713142156603,0.10407618998991787,0.9823999926447868,0.03614195356237069,0.05843821011996624,0.12539496713210388
0.8687000185251236,0.026857215412516382,0.4355290439724922,0.10320785449024969,0.9845999938249588,0.03548014447410404,0.06171952153639154,0.1871328484596314
0.8859333568811416,0.029820127811080274,0.3912150138616562,0.0998468908305642,0.9853999936580657,0.031029674043006432,0.04592335865041832,0.09407092196034247
0.8936000216007233,0.027348286827254927,0.3526523104310036,0.09481084737848626,0.9831999936699867,0.03652068847415902,0.04814504782767671,0.10939458741583762
0.9003000205755234,0.023480939722994462,0.3373916298151016,0.08981692312194456,0.9855999946594238,0.036886864080479004,0.04972463546918874,0.16348773543511058
0.9043666851520539,0.0260371301104577,0.320645402520895,0.09434816148998035,0.9871999943256378,0.02676117547440219,0.03906175886862048,0.07363915747187316
0.9074333524703979,0.025275613051398964,0.30143719211220743,0.08407318080232985,0.9883999952673912,0.028450667370946953,0.04142593779783981,0.10077461144722162
0.913200021982193,0.02109196664604314,0.2990014825761318,0.08933249404933485,0.9879999953508377,0.029120447318709372,0.035728810774248526,0.0839486447174496
0.9182666879892349,0.023853628596254745,0.27117468729615213,0.07498184392449567,0.9929999968409539,0.02056697155935586,0.02524767864825961,0.06699533157053625
0.9210333555936814,0.0209427528535519,0.26796790897846223,0.07744632093599885,0.9907999959588051,0.024563395561802762,0.03153249121666422,0.10558739662850775
0.920666687488556,0.021275959498153068,0.2610502361506224,0.08043596576484771,0.9899999958276748,0.026153401765512913,0.03009379491520235,0.07172390286008228
0.922533352971077,0.021649322648945403,0.25601869106292724,0.08310978012415622,0.9909999960660935,0.02313007512978205,0.02506748203563525,0.05457326461130708
0.9294333559274673,0.02200532780184765,0.23650189124047757,0.07346763478448078,0.9905999955534935,0.02226298272735851,0.02949888368112097,0.062407973576232206
0.9214666855335235,0.024820780036596556,0.2607338084280491,0.08737328201227507,0.9891999959945679,0.029855660609481846,0.02837389458179132,0.06420903375229801
0.9290000206232071,0.022303464706886923,0.23421304792165756,0.07725227649632836,0.9895999962091446,0.029997340786380357,0.03197533047246324,0.10331808327907957
0.9268333536386489,0.01990184196461799,0.23967745177447797,0.0720419103311831,0.9919999969005585,0.024000006814798403,0.025180540935755856,0.06489921052552011
0.9325000208616256,0.021397693099127712,0.21904821410775185,0.06584761636575003,0.9903999957442283,0.026605271855290002,0.026130600339411388,0.0579054107299105
0.937900025844574,0.021032546912852695,0.2107581365853548,0.0840934409317952,0.9911999955773354,0.023033897960726368,0.024521119301701172,0.06508224317350668
0.9380666893720627,0.022731187466365745,0.20481817424297333,0.07388535488742173,0.9913999962806702,0.026796277275160648,0.027088944925396277,0.07976456387270271
0.9409666895866394,0.020189632794315793,0.19524085462093355,0.07267777836685284,0.9925999972224235,0.026253387888949067,0.023682437286893218,0.07259930555015201
0.9388000220060349,0.019382242916176212,0.19712454319000244,0.06350214797289176,0.99059999614954,0.024972792826602724,0.026478744343564814,0.06255229435471893
0.9441333597898484,0.01935126191810577,0.18523255981504916,0.0695518195481888,0.991199996471405,0.025662431563535502,0.028184581358933657,0.0748600638928213
0.939433354139328,0.019748731958463054,0.19706275068223478,0.0707395691597009,0.9931999969482422,0.020826913035476333,0.022707268785929494,0.06411093489006285
0.9439333605766297,0.020040962832730633,0.18515861861407756,0.0688270336831584,0.9935999968647957,0.0180842551177828,0.01797795413603268,0.03788188400465852
0.9439000254869461,0.01975998126694535,0.18558420687913896,0.06366757048980579,0.9927999970316886,0.02254241157579719,0.024833276582477026,0.07170013756214394
0.9439666920900345,0.017936283236414337,0.17989310421049595,0.0584226018555719,0.9903999960422516,0.028632856950880668,0.034327266100430444,0.11188723211952567
0.9448666906356812,0.019991225984777126,0.1758379352092743,0.05673181119493414,0.994999997317791,0.015459633126929325,0.017071843411980012,0.046563208683681565
0.9411666876077652,0.019575359044919548,0.1869125382974744,0.06404967754913,0.9897999969124794,0.029664126025282216,0.0329794178019057,0.10272325334345148
0.9465000265836716,0.019243332519077453,0.17221841908991337,0.0679078414204548,0.9927999970316886,0.023919873340665143,0.020029878185688334,0.06393184010873508
0.9451333600282669,0.01970009034430717,0.17786979533731936,0.06197754658577321,0.993399997651577,0.021827511099483107,0.023407940929481796,0.07042412368374475
0.9434000247716904,0.018451022754284813,0.18109590671956538,0.07595343772802401,0.9907999968528748,0.02614116128010153,0.0269500899961605,0.06660431961897027
0.9443666869401932,0.01848540609602479,0.18488386906683446,0.07643583223366845,0.9927999967336655,0.022184687193618036,0.02202784760548429,0.07120189120364616
0.9464333581924439,0.01837423337616909,0.16644240882247685,0.054331823702906505,0.9929999968409539,0.021330736733966005,0.02386440242267824,0.07895140395442085
0.9445000272989273,0.01770358470714796,0.1745149901509285,0.058949362033110825,0.9905999955534935,0.025291115173716693,0.029270685952384995,0.07916898718207051
0.9443333578109742,0.019762483597634602,0.18028818398714067,0.06900423118523043,0.992399996817112,0.024129657602321244,0.023538668584909602,0.07577369143626463
0.9447333598136902,0.021721371331393548,0.17914183847606183,0.07141060272414564,0.9925999969244004,0.023690511879591574,0.02258575422644377,0.06506004694341726
0.9484000271558761,0.018125986413071622,0.16376022346317767,0.06607378666899524,0.9943999969959259,0.01651182281006748,0.020037143554559263,0.0544477841756625
0.9511666923761368,0.019034329407617408,0.15532577022910118,0.05457118863928536,0.9929999968409539,0.020952334864866373,0.026077615588864234,0.06989282920274834
0.9508333575725555,0.019352725475275678,0.1578950271382928,0.06816723343258728,0.9921999961137772,0.02252022268015182,0.024422062772903246,0.06302284444878474
0.949100027680397,0.019159307636299854,0.15957143470644952,0.05687572608418157,0.9919999963045121,0.021540667131308058,0.023211642608174116,0.06746639499293643
0.9513666898012161,0.015606951820035339,0.14616584926843643,0.048375576993878136,0.9967999982833863,0.011565472040040114,0.01143711174263835,0.0282970027846378
0.9531333601474762,0.017293677588775373,0.1466227137669921,0.05056239511265566,0.9901999959349632,0.02814179261483355,0.02615895415384191,0.0761162286022624
0.9542333632707596,0.018486362969617837,0.14728704005479812,0.057410283696755826,0.9953999978303909,0.017516855784587712,0.015556764460114891,0.04536241597967698
0.9505666929483414,0.01615244143471522,0.15062647860497236,0.04654947937339489,0.9927999967336655,0.02107511134542648,0.018776265821491337,0.05918424286441636
0.9524333608150483,0.017364431834935554,0.14486559942364693,0.051881514823877956,0.9925999972224235,0.02265480704370565,0.020898803371396612,0.06235700137743136
0.9512000292539596,0.01834557545146691,0.1512827317416668,0.051875743639685216,0.9941999971866607,0.01761704472696037,0.020103180084029972,0.06071135972880452
0.952766689658165,0.017663875457607742,0.14565806582570076,0.05981098350638636,0.9943999972939491,0.01790643113023249,0.015737877068462608,0.04023683079995672
0.9526000255346299,0.017266415436563324,0.14778793063014745,0.04571205757505098,0.9933999967575073,0.018666555821682213,0.019950539733866818,0.05174669857177512
0.9545000272989274,0.01634608870931727,0.1409807823225856,0.04589657062263828,0.9923999971151352,0.0257340309154355,0.02384967233958065,0.07585441220357088
0.9527333629131317,0.018828940087994114,0.14416690804064275,0.053538114855616145,0.9949999976158143,0.01915725130386108,0.016522774326386908,0.06664004197622234
0.9521000266075135,0.018765545320529427,0.1497163723409176,0.061049552586407825,0.9933999970555305,0.019910808375119257,0.020652933530275277,0.06110953480540666
0.9569333600997925,0.017027302049025323,0.13627764642238616,0.0514939518061784,0.9953999981284142,0.016578303812629647,0.017747428949615875,0.050413787630938116
0.9532333618402481,0.017349068037976898,0.14186705607920885,0.05239142290336599,0.9933999973535538,0.021827512101654505,0.021628188169121144,0.07004284903925453
0.95606669485569,0.016669202368462036,0.1398141887411475,0.06097407890448816,0.9919999966025352,0.024657663727858197,0.025297644626337962,0.07694857607215376
0.9506333589553833,0.01794247647018088,0.1531135276146233,0.060579935888619506,0.9933999979496002,0.028221272657816838,0.01948222088894911,0.07416946472753101
0.9556666934490203,0.01896488302366869,0.13563646081835032,0.04937331191721889,0.9947999972105026,0.014593156905938962,0.014688827897331579,0.0367200621112202
0.9533666932582855,0.018970712662539347,0.14912465527653695,0.06591809547679166,0.9917999967932701,0.023425633869838414,0.024079056361325256,0.07299057489651692
0.9565666991472245,0.01352738195088879,0.13691142790019512,0.04498686678637718,0.9913999965786934,0.026192372459848182,0.027835484315852668,0.09703251580855077
0.9536666929721832,0.017304468563512646,0.1399330808967352,0.050560414373592384,0.9925999969244004,0.024356526098922304,0.022630553793263387,0.07082763778593223
0.9602666956186294,0.016334558157642717,0.12098124563694,0.04247523588730897,0.9935999971628189,0.019774738534775304,0.017692556089022374,0.05491683636102308
0.9594000297784805,0.0161271350836659,0.12385478172451257,0.043737789272998984,0.9899999967217445,0.030659425285220844,0.02812103328745632,0.08291177395856528
0.9561333620548248,0.016375595567474834,0.13857773765921594,0.05284707713766819,0.9945999979972839,0.020269193669727518,0.017789834844849608,0.0608640929798562
0.9578000271320343,0.016926115937784394,0.1251349986717105,0.04238881822742309,0.9917999964952469,0.022017273223021123,0.022889648940127925,0.06176915167790969
0.9581666922569275,0.017018784418762537,0.12953572578728198,0.05265461320377673,0.9939999973773956,0.021447617815137925,0.02030656371909713,0.06563315900123799
0.9605333602428436,0.01798592070697914,0.12207310546189547,0.05763598703799439,0.9935999968647957,0.019774739643994104,0.020023543616708325,0.07689557745679752
0.9579666948318482,0.017274869760698242,0.13390596080571412,0.056961000936780685,0.9921999967098236,0.022520220239878545,0.025800176569067617,0.08081866412140083
0.9601333600282669,0.018796690245166836,0.12585299344733358,0.05583848183761546,0.9921999964118003,0.02455932494679318,0.02310479684106241,0.07665224802952221
0.9577000266313553,0.019325833610926067,0.1294045068323612,0.05048616773730384,0.9905999964475631,0.027706324592937336,0.030318348229840524,0.09130161709885655
0.9547666937112809,0.0198116439279199,0.14354176416993142,0.05822588853524273,0.9925999966263771,0.02119529069752674,0.021309255933011285,0.06183157815360005
0.9592000281810761,0.01629669447571582,0.12361989989876747,0.04377042701694529,0.9945999976992607,0.018623647212755234,0.016652937211543133,0.051742454595264956
0.9607000279426575,0.016900328641131605,0.11742736749351025,0.047523279909609424,0.9929999968409539,0.022427669456952567,0.020512871839989816,0.06339263510304895
